rank,feature,mean_abs_shap
86,ENSG00000232332.1,0.11304712432745254
87,ENSG00000260300.5,0.11268955660684304
88,ENSG00000203883.7,0.11152374326402158
89,ENSG00000118777.12,0.11097167082415284
90,ENSG00000166884.2,0.11084066552160388
91,ENSG00000140379.8,0.11016944344470049
92,ENSG00000230805.6,0.10883602104093319
93,ENSG00000255557.1,0.10766527805687454
94,ENSG00000205578.6,0.10720057787790009
95,ENSG00000241155.1,0.10635435882197349
96,ENSG00000138623.10,0.10564169347184052
97,ENSG00000185614.5,0.10535139196871712
98,ENSG00000233296.1,0.10501918865723557
99,ENSG00000278765.1,0.10476035751904542
100,ENSG00000112715.21,0.10355384486046214
101,ENSG00000267776.1,0.10235941112460042
102,ENSG00000236611.1,0.10220026834648198
103,ENSG00000231106.2,0.10154218634215859
104,ENSG00000074211.14,0.10140001164228496
105,ENSG00000143162.9,0.10021815036766284
106,ENSG00000142675.18,0.09909299483036864
107,ENSG00000254919.1,0.09856436728080904
108,ENSG00000137767.14,0.09842886461303149
109,ENSG00000261459.1,0.09767217003043287
110,ENSG00000137834.15,0.09727481738268479
111,ENSG00000176532.4,0.09699415298174756
112,ENSG00000263727.1,0.09666936794660631
113,ENSG00000133048.13,0.0959137551623161
114,ENSG00000174059.16,0.09528836941937857
115,ENSG00000182183.15,0.09465620642139405
116,ENSG00000147100.11,0.09419435191359783
117,ENSG00000243173.3,0.09384058216569863
118,ENSG00000284733.1,0.09370137723958717
119,ENSG00000231760.5,0.0932571400104166
120,ENSG00000167600.14,0.09264291919075449
121,ENSG00000248909.1,0.09244511636309091
122,ENSG00000113249.12,0.09233351505884109
123,ENSG00000171124.13,0.09224051820960956
124,ENSG00000251286.2,0.0919198422395964
125,ENSG00000252697.1,0.09163630131744999
126,ENSG00000197142.10,0.09159106967811134
127,ENSG00000234187.1,0.09122852850574449
128,ENSG00000214485.6,0.0910883707513865
129,ENSG00000159860.7,0.09089347476747317
130,ENSG00000205502.4,0.09063388084997734
131,ENSG00000183648.10,0.09053551594055574
132,ENSG00000214940.8,0.0903874473551895
133,ENSG00000230138.1,0.09026960707352429
134,ENSG00000268955.2,0.09010667513247352
135,ENSG00000182912.6,0.09003031126356043
136,ENSG00000169668.11,0.08994183108056142
137,ENSG00000085491.17,0.08834392473014607
138,ENSG00000284662.1,0.08724042031442311
139,ENSG00000249781.6,0.0867999773266652
140,ENSG00000279960.1,0.08533295132434812
141,ENSG00000184616.9,0.0850781649021307
142,ENSG00000269038.1,0.08482678428243434
143,ENSG00000189196.4,0.08462828499067847
144,ENSG00000225991.1,0.08426287495053711
145,ENSG00000116133.13,0.08421707822311868
146,ENSG00000249996.1,0.08286852992533822
147,ENSG00000257829.1,0.08280784770475266
148,ENSG00000211966.2,0.08270968940215077
149,ENSG00000249839.1,0.0825424168790052
150,ENSG00000273706.4,0.08239943218100046
151,ENSG00000242049.1,0.08178086338539371
152,ENSG00000111331.13,0.08139179775752162
153,ENSG00000269930.1,0.08131056762975643
154,ENSG00000278313.1,0.08034523130015732
155,ENSG00000134612.12,0.07986943022892369
156,ENSG00000204006.9,0.0795260892919908
157,ENSG00000242551.2,0.07943736166573503
158,ENSG00000078401.7,0.07929315409255931
159,ENSG00000286241.1,0.07899566805777011
160,ENSG00000226777.7,0.07877531208227341
161,ENSG00000280222.1,0.07839401017875451
162,ENSG00000123427.17,0.07830664400942067
163,ENSG00000198959.12,0.07790526880050297
164,ENSG00000279711.1,0.07781404175269976
165,ENSG00000272735.1,0.07762410151246751
166,ENSG00000163762.7,0.07727808915244597
167,ENSG00000148773.14,0.0772767269263132
168,ENSG00000163217.2,0.07665929682182224
169,ENSG00000062822.13,0.0764817885407737
170,ENSG00000134042.13,0.0761070381595072
171,ENSG00000248795.1,0.07605779554380791
172,ENSG00000168405.17,0.07593232454277123
173,ENSG00000101951.16,0.07523926786770208
174,ENSG00000132170.21,0.07509871912903276
175,ENSG00000233190.1,0.0750447689239523
176,ENSG00000279107.1,0.0750024988868064
177,ENSG00000256588.1,0.07451324229888494
178,ENSG00000205571.13,0.07418156817122035
179,ENSG00000236078.1,0.0741775319207282
180,ENSG00000248769.1,0.07328893574892037
181,ENSG00000273226.1,0.07285976894264372
182,ENSG00000241343.9,0.07187310504238627
183,ENSG00000142871.17,0.07144803683302549
184,ENSG00000232412.1,0.07103680427126649
185,ENSG00000182477.5,0.070480188052175
186,ENSG00000240505.8,0.07032775088449046
187,ENSG00000135185.12,0.07004263775807933
188,ENSG00000225630.1,0.06977606978566185
189,ENSG00000237790.1,0.0694214804447575
190,ENSG00000266667.1,0.06928951603926506
191,ENSG00000276846.1,0.06869475491687603
192,ENSG00000270077.1,0.06846277543999886
193,ENSG00000161640.15,0.06837481298251034
194,ENSG00000154102.11,0.06796122380730484
195,ENSG00000241945.8,0.06786164899609573
196,ENSG00000042062.12,0.06767147703896037
197,ENSG00000286226.1,0.06747204649400344
198,ENSG00000240053.8,0.06725119965663048
199,ENSG00000197238.4,0.06724796036753156
200,ENSG00000265666.1,0.06712295468934477
201,ENSG00000229414.2,0.06685920081111714
202,ENSG00000231697.3,0.06658755138226255
203,ENSG00000160221.18,0.06609813323106864
204,ENSG00000076344.16,0.06568281452935257
205,ENSG00000271741.1,0.06553563081516367
206,ENSG00000142627.13,0.06550788902611519
207,ENSG00000134760.6,0.06529209186191744
208,ENSG00000267402.1,0.06500619424797424
209,ENSG00000188681.11,0.0647764019384778
210,ENSG00000123610.5,0.06455704196191374
211,ENSG00000198931.10,0.06453058760705895
212,ENSG00000072840.13,0.06448583132416319
213,ENSG00000004799.8,0.06439212427160604
214,ENSG00000111335.12,0.06427466805631317
215,ENSG00000225725.4,0.06379776416296258
216,ENSG00000173530.6,0.06373630338389832
217,ENSG00000275221.1,0.06373041375044329
218,ENSG00000185291.11,0.06358112463377406
219,ENSG00000166295.9,0.06351251251674475
220,ENSG00000225355.1,0.06339013294981351
221,ENSG00000166436.16,0.06336597345920753
222,ENSG00000257183.1,0.06260831811341691
223,ENSG00000233063.2,0.06237419423630695
224,ENSG00000258459.1,0.062369856044659326
225,ENSG00000233426.3,0.062243174707202614
226,ENSG00000227684.2,0.062163234660751965
227,ENSG00000227191.8,0.062081123811361896
228,ENSG00000130518.17,0.06162226078590518
229,ENSG00000254443.1,0.06071204568614893
230,ENSG00000026652.14,0.06040916871203754
231,ENSG00000232105.1,0.060116783059935903
232,ENSG00000232643.1,0.059958155766744806
233,ENSG00000253846.2,0.059827757995944746
234,ENSG00000235628.1,0.059497420092118836
235,ENSG00000272123.1,0.05942264353548192
236,ENSG00000105357.16,0.05923740771079484
237,ENSG00000225916.1,0.05921537308880891
238,ENSG00000273055.1,0.05910602212878683
239,ENSG00000227141.2,0.05900284948375652
240,ENSG00000213120.3,0.05895323901992056
241,ENSG00000268650.3,0.05864437361652086
242,ENSG00000267074.1,0.05863566049053293
243,ENSG00000127954.12,0.05838360062042887
244,ENSG00000214184.3,0.05831356596236863
245,ENSG00000138326.19,0.05764488925429186
246,ENSG00000180776.15,0.057520178463072634
247,ENSG00000155719.17,0.05700743145655924
248,ENSG00000243385.2,0.05684344253260826
249,ENSG00000271361.1,0.05680094103395789
250,ENSG00000254995.4,0.056795222003545316
251,ENSG00000273675.1,0.05678038551652237
252,ENSG00000213513.3,0.0567456689089281
253,ENSG00000023445.14,0.05668625101837339
254,ENSG00000164363.10,0.05599060804007842
255,ENSG00000273142.1,0.055897556924835515
256,ENSG00000283458.1,0.05585359374696005
257,ENSG00000257878.1,0.05567633531822557
258,ENSG00000187922.13,0.05556048841395121
259,ENSG00000255221.3,0.0553327361923992
260,ENSG00000070614.15,0.05522144402542989
261,ENSG00000105699.16,0.055031524636842355
262,ENSG00000224557.7,0.05501579404588296
263,ENSG00000224598.1,0.05413108505090083
264,ENSG00000137273.5,0.054077944799257115
265,ENSG00000275139.1,0.053929429571859186
266,ENSG00000185615.15,0.05381379514631955
267,ENSG00000274226.5,0.053324400836123186
268,ENSG00000103569.9,0.0532399802089111
269,ENSG00000204370.11,0.053125196593120136
270,ENSG00000254629.1,0.05261374330082317
271,ENSG00000235724.9,0.05248132831023134
272,ENSG00000154133.14,0.05236328515809375
273,ENSG00000087589.16,0.05220301593393515
274,ENSG00000243302.3,0.05219716440002602
275,ENSG00000126890.13,0.052158596479542754
276,ENSG00000269242.1,0.051967942139449066
277,ENSG00000153283.12,0.0519417209243993
278,ENSG00000148426.13,0.05162312696655187
279,ENSG00000279667.1,0.05147941846673032
280,ENSG00000197888.2,0.0511042736845542
281,ENSG00000213598.4,0.05109679739404727
282,ENSG00000279203.1,0.051019133865923764
283,ENSG00000111206.12,0.0508942019285657
284,ENSG00000162888.4,0.050816794813404384
285,ENSG00000136297.14,0.050748443462885255
286,ENSG00000125945.15,0.05069039424143247
287,ENSG00000267246.1,0.05058371416123032
288,ENSG00000224509.2,0.05049864935988775
289,ENSG00000213239.3,0.049969080248911335
290,ENSG00000175040.6,0.049840856353200916
291,ENSG00000255374.3,0.04964942308915737
292,ENSG00000111796.3,0.04958765862623627
293,ENSG00000163923.10,0.049572032175245195
294,ENSG00000073146.16,0.0493916539937841
295,ENSG00000254484.1,0.04903113425154857
296,ENSG00000169313.9,0.048957197995295756
297,ENSG00000148803.12,0.04893532714672639
298,ENSG00000233288.1,0.048915713131019126
299,ENSG00000280474.1,0.04878663391181176
300,ENSG00000272949.1,0.04857170062826041
301,ENSG00000145287.10,0.04853621074590322
302,ENSG00000280429.1,0.0484563538031386
303,ENSG00000259658.5,0.0483690624795528
304,ENSG00000281938.2,0.04794891162164841
305,ENSG00000236514.1,0.047588410251791176
306,ENSG00000258701.1,0.04722262688425471
307,ENSG00000108405.4,0.047061988541239407
308,ENSG00000254447.3,0.0469293219335401
309,ENSG00000172457.6,0.04666089053473872
310,ENSG00000286100.1,0.046304750116246504
311,ENSG00000231035.1,0.046133478146756425
312,ENSG00000278212.2,0.046045633576368164
313,ENSG00000211968.3,0.04587057273189047
314,ENSG00000261831.2,0.04573345973834114
315,ENSG00000226900.1,0.045561926427110544
316,ENSG00000272040.1,0.045510049319297495
317,ENSG00000278492.1,0.04540898844291546
318,ENSG00000222445.1,0.04513403803661166
319,ENSG00000173727.12,0.04510135152961409
320,ENSG00000226747.6,0.045079662280786845
321,ENSG00000230793.1,0.04507720610946802
322,ENSG00000171053.9,0.045043990827604304
323,ENSG00000229018.5,0.04494764879005462
324,ENSG00000233901.5,0.044576983169406795
325,ENSG00000004468.13,0.0442411030384127
326,ENSG00000236383.8,0.04372917306523765
327,ENSG00000126856.14,0.04345501349907585
328,ENSG00000286011.1,0.0433563400133942
329,ENSG00000137337.15,0.04321672044008361
330,ENSG00000154451.14,0.04298920134894574
331,ENSG00000231535.6,0.04295394524247848
332,ENSG00000214338.10,0.04271111745046231
333,ENSG00000186765.11,0.0425398315998832
334,ENSG00000196136.17,0.0425205328669435
335,ENSG00000138772.13,0.04232639980627273
336,ENSG00000099994.11,0.042323996843591956
337,ENSG00000102755.12,0.04229266227241587
338,ENSG00000268883.2,0.04190566317596983
339,ENSG00000104332.12,0.041748034048728455
340,ENSG00000099399.6,0.04149942624522262
341,ENSG00000214108.4,0.04142840548678328
342,ENSG00000185112.5,0.041331440108195026
343,ENSG00000270141.3,0.04132504776833741
344,ENSG00000249675.1,0.04096635608439058
345,ENSG00000100802.15,0.040948040939023156
346,ENSG00000274080.1,0.04045379784605365
347,ENSG00000182798.10,0.040104268025423606
348,ENSG00000121318.2,0.03966459912723054
349,ENSG00000137575.12,0.03960541179750091
350,ENSG00000159197.3,0.03956324777547627
351,ENSG00000273851.1,0.03949473920122271
352,ENSG00000259695.2,0.03921876787031281
353,ENSG00000232852.1,0.03899495636410804
354,ENSG00000146070.16,0.0389487912430347
355,ENSG00000267238.1,0.03861291079173213
356,ENSG00000119917.14,0.038589841471197504
357,ENSG00000135094.11,0.0383962288540316
358,ENSG00000228874.1,0.0383208332364554
359,ENSG00000205018.2,0.03832020123373955
360,ENSG00000187627.15,0.038174613539757075
361,ENSG00000236017.8,0.03799966454784256
362,ENSG00000272626.1,0.03795264512795707
363,ENSG00000266821.1,0.03788266728252926
364,ENSG00000247627.2,0.037874807923848675
365,ENSG00000120210.8,0.03775014127463373
366,ENSG00000198856.13,0.037670652226883365
367,ENSG00000280217.1,0.03755271582651746
368,ENSG00000186930.4,0.03752821439571575
369,ENSG00000245711.2,0.03732994324493768
370,ENSG00000216490.4,0.037005574526541955
371,ENSG00000124205.17,0.03676562114694131
372,ENSG00000285950.1,0.03651447830058182
373,ENSG00000150687.12,0.03647167801648793
374,ENSG00000215302.8,0.036357834396667864
375,ENSG00000248578.1,0.036168595778809765
376,ENSG00000226686.7,0.03586033168650768
377,ENSG00000224272.2,0.0354195352147031
378,ENSG00000124253.11,0.03510878170663875
379,ENSG00000260852.1,0.0350988379090141
380,ENSG00000273595.1,0.03483276127567188
381,ENSG00000144837.9,0.034680897812445065
382,ENSG00000224791.1,0.03463951069659777
383,ENSG00000280401.1,0.034540244444323506
384,ENSG00000255495.1,0.034512715964045725
385,ENSG00000163597.14,0.034416894955626734
386,ENSG00000254788.7,0.034396310023723696
387,ENSG00000196378.11,0.034389497037261414
388,ENSG00000235368.1,0.03423311792813924
389,ENSG00000135269.18,0.03400077284869799
390,ENSG00000227827.3,0.033769078192420414
391,ENSG00000161016.17,0.033695290407964054
392,ENSG00000212664.5,0.033077512971055836
393,ENSG00000182698.11,0.03301877612585399
394,ENSG00000105281.12,0.03297479670759365
395,ENSG00000222042.1,0.032907611371592684
396,ENSG00000279128.1,0.032674298572872705
397,ENSG00000238917.1,0.03257490980910672
398,ENSG00000285556.1,0.032534024115065556
399,ENSG00000133055.9,0.03208749234731225
400,ENSG00000223599.1,0.03150146200347991
401,ENSG00000235001.3,0.031496998514790445
402,ENSG00000125691.13,0.03137466139872903
403,ENSG00000261371.6,0.03137341792580151
404,ENSG00000085999.12,0.031207729118643997
405,ENSG00000238961.1,0.03111767835759901
406,ENSG00000263644.1,0.031089308276152153
407,ENSG00000249359.2,0.0308636789658695
408,ENSG00000179134.15,0.03079798374411365
409,ENSG00000263535.2,0.030779969279710124
410,ENSG00000205362.11,0.030610912633861672
411,ENSG00000229921.6,0.030516460563774283
412,ENSG00000237741.1,0.03049868247467367
413,ENSG00000142227.11,0.030422348588549378
414,ENSG00000167397.15,0.029381102881220384
415,ENSG00000279253.1,0.029052267002732553
416,ENSG00000153162.9,0.029032421830090468
417,ENSG00000142546.13,0.028576614752089727
418,ENSG00000261783.1,0.02846199315992141
419,ENSG00000251046.2,0.028396233645478674
420,ENSG00000249610.1,0.028337621362856634
421,ENSG00000277200.1,0.028007143060202872
422,ENSG00000285888.1,0.02800149342074354
423,ENSG00000132530.17,0.02789192236537587
424,ENSG00000261436.5,0.027353281201916817
425,ENSG00000251379.1,0.027211765220230645
426,ENSG00000276076.4,0.02683512557093649
427,ENSG00000277209.1,0.026723037165719617
428,ENSG00000139567.12,0.026537838852526217
429,ENSG00000258545.5,0.0264210557602937
430,ENSG00000275572.1,0.026045265536411726
431,ENSG00000275385.1,0.025708767942737562
432,ENSG00000179364.13,0.02567873972996919
433,ENSG00000259349.1,0.025463858592941008
434,ENSG00000277669.1,0.025432123176767518
435,ENSG00000269937.1,0.025384188818657373
436,ENSG00000274678.1,0.025335908568468124
437,ENSG00000113384.14,0.02488165171467709
438,ENSG00000277157.1,0.024839969299999213
439,ENSG00000263050.1,0.024773248342699155
440,ENSG00000235012.1,0.02470812673090782
441,ENSG00000164488.12,0.024599723229230396
442,ENSG00000286159.1,0.024018701760660784
443,ENSG00000160410.15,0.023471856252019266
444,ENSG00000159167.12,0.02336417547232935
445,ENSG00000259488.2,0.02306389528471796
446,ENSG00000279791.1,0.02285966269506696
447,ENSG00000250794.2,0.022852714344207853
448,ENSG00000175643.10,0.022742897849165493
449,ENSG00000264943.1,0.022691807674582575
450,ENSG00000273802.2,0.022280403042595084
451,ENSG00000227045.1,0.022177667986362518
452,ENSG00000136457.10,0.022137413624484858
453,ENSG00000217539.2,0.021925731246138797
454,ENSG00000103642.12,0.021631034106137977
455,ENSG00000132002.8,0.021552239867680678
456,ENSG00000257771.5,0.021040256248410362
457,ENSG00000255073.8,0.02087546001611737
458,ENSG00000269404.7,0.019954278236599097
459,ENSG00000161970.14,0.019766187935871173
460,ENSG00000243927.6,0.019688785915921936
461,ENSG00000264490.3,0.01960971056634913
462,ENSG00000272158.1,0.019558238575878274
463,ENSG00000115705.21,0.019068162114461402
464,ENSG00000146166.16,0.019013933215569462
465,ENSG00000237276.8,0.018739355322660228
466,ENSG00000280195.1,0.018731429059222347
467,ENSG00000271959.1,0.018694646417204183
468,ENSG00000237036.4,0.018675138646099137
469,ENSG00000112175.8,0.018419780383925922
470,ENSG00000233334.3,0.017880472465611526
471,ENSG00000101883.4,0.017798204004666963
472,ENSG00000258469.1,0.016929104053441165
473,ENSG00000272668.2,0.01678332045961093
474,ENSG00000140368.12,0.016661062292075157
475,ENSG00000242280.1,0.015675231823571646
476,ENSG00000144857.14,0.01554958940347254
477,ENSG00000116586.11,0.01549591854505575
478,ENSG00000122420.10,0.014984083468513232
479,ENSG00000133315.11,0.014353515727998874
480,ENSG00000250471.2,0.014061136719600565
481,ENSG00000101187.16,0.01402799456852334
482,ENSG00000184669.9,0.013687760845328264
483,ENSG00000111885.7,0.01358354161503249
484,ENSG00000235750.10,0.011892940902753035
485,ENSG00000270020.1,0.011250521759673116
486,ENSG00000261744.1,0.010413464141523169
487,ENSG00000271555.1,0.010271557576867893
488,ENSG00000213853.10,0.01025369731285432
489,ENSG00000259782.2,0.009957041578559728
490,ENSG00000184795.9,0.009197091758811216
491,ENSG00000251634.2,0.008981017344255675
492,ENSG00000182899.16,0.008217577995200403
493,ENSG00000233003.4,0.008148002725152379
494,ENSG00000229117.9,0.007917081175719876
495,ENSG00000232166.1,0.007572714583472789
496,ENSG00000250268.3,0.007144324365153804
497,ENSG00000160886.13,0.00634133250903176
498,ENSG00000225930.4,0.005191124827315166
499,ENSG00000104671.8,0.0
500,ENSG00000113303.11,0.0
